url,name,brand,sku,original_price,member_price,discount,stock,image
https://www.watsons.com.tr/lador-keratinli-cift-faz-isi-kory-sac-spreyi-130-ml/p/BP_1434146,Lador Keratinli Çift Faz Isı Kory Saç Spreyi 130 ml,LADOR,1434146,"1.349,90 ₺","539,90 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h23/h2d/12150689988638/prd-front-1434146_1200x1200/prd-front-1434146-1200x1200.jpg
https://www.watsons.com.tr/michael-kors-wonderlust-kadin-parfum-edp-100-ml/p/BP_1427615,Michael Kors Wonderlust Kadın Parfüm EDP 100 ml,MICHEAL KORS,1427615,"6.869,90 ₺","3.999,00 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hb0/h66/11882334683166/prd-front-1427615_1200x1200/prd-front-1427615-1200x1200.jpg
https://www.watsons.com.tr/youpick-canta-charmi-orgu/p/BP_1442812,Youpick Çanta Charmı Örgü,Youpick,1442812,"149,00 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hc4/h03/12431003942942/prd-front-1442812_1200x1200/prd-front-1442812-1200x1200.jpg
https://www.watsons.com.tr/bioderma-photoderm-pediatrics-mineral-spf50-yenidogan-bebek-cocuk-cok-yuksek-korumali-gunes-kremi-50-gr/p/BP_1435959,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/pastel-summer-love-oje-446/p/BP_1445962,Pastel Summer Love Oje 446,PASTEL,1445962,"29,95 ₺",N/A,N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h3e/ha3/12524965036062/prd-front-1445962_1200x1200/prd-front-1445962-1200x1200.jpg
https://www.watsons.com.tr/slipstop-8-9-yas-erkek-cocuk-pack-mayo-sort/p/BP_1363124,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/sensodyne-dis-macunu-klinik-beyazlik-dis-minesi-75-ml/p/BP_1392279,Sensodyne Diş Macunu Klinik Beyazlık Diş Minesi 75 ml,SENSODYNE,1392279,"499,90 ₺","299,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h60/h50/13602231713822/prd-front-1392279_1200x1200/prd-front-1392279-1200x1200.jpg
https://www.watsons.com.tr/loreal-paris-infaillible-matte-resistance-likit-mat-ruj-105-breakfast-in-bed/p/BP_1369151,L'Oreal Paris Infaillible Matte Resistance Likit Mat Ruj 105 Breakfast In Bed,LOREAL PARIS,1369151,"1.699,90 ₺","1.019,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h9a/ha2/9674415964190/prd-front-1369151_1200x1200/prd-front-1369151-1200x1200.jpg
https://www.watsons.com.tr/wellaflex-men-dynamic-wax-ultra-guc-75-ml/p/BP_1443974,Wellaflex Men Dynamic Wax Ultra Güç 75 ml,WELLA,1443974,"289,90 ₺","129,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hbf/h01/12354168127518/prd-front-1443974_1200x1200/prd-front-1443974-1200x1200.jpg
https://www.watsons.com.tr/clear-women-sampuan-yumusak-parlak-500-ml/p/BP_1427020,Clear Women Şampuan Yumuşak&amp;Parlak 500 ml,CLEAR,1427020,"469,90 ₺","159,00 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h2f/h15/11862410395678/prd-front-1427020_1200x1200/prd-front-1427020-1200x1200.jpg
https://www.watsons.com.tr/nivea-derma-skin-clear-sivilce-karsiti-tonik-200-ml/p/BP_1342278,Nivea Derma Skin Clear Sivilce Karşıtı Tonik 200 ml,NIVEA VISAGE,1342278,"439,90 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/he8/h15/11480244027422/prd-front-1342278_1200x1200/prd-front-1342278-1200x1200.png
https://www.watsons.com.tr/lacoste-red-erkek-parfum-edt-125-ml/p/BP_1409884,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/note-flawless-happy-tint-lip-cheek-03/p/BP_1419110,Note Flawless Happy Tint Lip&amp;Cheek 03,NOTE,1419110,"379,90 ₺","149,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h68/h5b/11401870868510/prd-front-1419110_1200x1200/prd-front-1419110-1200x1200.png
https://www.watsons.com.tr/show-by-pastel-monochrome-duo-eyes-ikili-far-paleti-27-lux/p/BP_1353016,Show By Pastel Monochrome Duo Eyes İkili Far Paleti 27 Lux,SHOW BY PASTEL,1353016,"429,90 ₺","169,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h7a/he0/9325095878686/prd-front-1353016_1200x1200/prd-front-1353016-1200x1200.png
https://www.watsons.com.tr/banila-co-clean-it-zero-aydinlatici-peeling-120-ml/p/BP_1378251,Banila Co Clean It Zero Aydınlatıcı Peeling 120 ml,BANILA CO,1378251,"1.024,90 ₺","409,90 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/haf/hed/12270295810078/prd-front-1378251_1200x1200/prd-front-1378251-1200x1200.jpg
https://www.watsons.com.tr/le-petit-marseillais-bonheur-dus-jeli-hindistan-cevizi-650-ml/p/BP_1323245,Le Petit Marseillais Bonheur Duş Jeli Hindistan Cevizi 650 ml,LE PETIT MARSEILLAIS,1323245,"515,90 ₺","309,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h58/h18/11798840672286/prd-front-1323245_1200x1200/prd-front-1323245-1200x1200.jpg
https://www.watsons.com.tr/celenes-vitamin-c-12-5-oats-niacinamide-serum-30-ml/p/BP_1328313,"Celenes Vitamin C 12,5% + Oats + Niacinamide Serum 30 ml",CELENES,1328313,"149,00 ₺",N/A,N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h56/h86/13121572077598/prd-front-1328313_1200x1200/prd-front-1328313-1200x1200.jpg
https://www.watsons.com.tr/bioblas-procyanidin-yaglanma-ve-dokulme-karsiti-sampuan-360-ml/p/BP_125989,Bioblas Procyanidin Yağlanma ve Dökülme Karşıtı Şampuan 360 ml,BIOBLAS,125989,"299,90 ₺","119,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h8f/hfa/12941387038750/prd-front-125989_1200x1200/prd-front-125989-1200x1200.jpg
https://www.watsons.com.tr/max-factor-elixir-dudak-kalemi-no-15-spice-/p/BP_1322790,Max Factor Elixir Dudak Kalemi No: 15 Spice&nbsp;,MAX FACTOR,1322790,"464,90 ₺","139,90 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hc2/hdf/11682792013854/prd-front-1322790_1200x1200/prd-front-1322790-1200x1200.jpg
https://www.watsons.com.tr/golden-rose-3d-mega-shine-lipgloss-no-118/p/BP_1332366,Golden Rose 3D Mega Shine Lipgloss No: 118,GOLDEN ROSE,1332366,"624,90 ₺","249,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h6d/h39/10207146999838/prd-front-1332366_1200x1200/prd-front-1332366-1200x1200.jpg
https://www.watsons.com.tr/pastel-full-bloom-ruj-allik-no-73-bellini/p/BP_1480703,Pastel Full Bloom Ruj &amp; Allık No: 73 Bellini,PASTEL,1480703,"439,90 ₺","174,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h87/ha6/13603486629918/prd-front-1480703_1200x1200/prd-front-1480703-1200x1200.jpg
https://www.watsons.com.tr/watsons-footease-jel-ayakkabi-yastigi-1-cift/p/BP_171438,Watsons Footease Jel Ayakkabı Yastığı 1 Çift,WATSONS,171438,"29,95 ₺",N/A,N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h6a/hb9/8909982695454/prd-front-171438_1200x1200/prd-front-171438-1200x1200.png
https://www.watsons.com.tr/wella-koleston-kit-sac-boyasi-kumral-7-0/p/BP_123646,Wella Koleston Kit Saç Boyası Kumral 7/0,KOLESTON,123646,"549,90 ₺","349,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hd4/h1e/10595632545822/prd-front-123646_1200x1200/prd-front-123646-1200x1200.jpg
https://www.watsons.com.tr/golden-rose-3d-mega-shine-lipgloss-no-121/p/BP_1332373,Golden Rose 3D Mega Shine Lipgloss No: 121,GOLDEN ROSE,1332373,"624,90 ₺","249,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/he5/h7a/10207148048414/prd-front-1332373_1200x1200/prd-front-1332373-1200x1200.jpg
https://www.watsons.com.tr/the-purest-solutions-meyve-asitli-toz-temizleyici-55-gr/p/BP_1313424,The Purest Solutions Meyve Asitli Toz Temizleyici 55 gr,THE PUREST SOLUTIONS,1313424,"819,90 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hd2/h7a/9751769382942/prd-front-1313424_1200x1200/prd-front-1313424-1200x1200.jpg
https://www.watsons.com.tr/essence-satin-glow-parlak-ruj-03/p/BP_1465191,Essence Satin Glow Parlak Ruj 03,ESSENCE,1465191,"229,90 ₺",N/A,N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h8a/h88/13217542635550/prd-front-1465191_1200x1200/prd-front-1465191-1200x1200.jpg
https://www.watsons.com.tr/nyx-professional-makeup-slim-lip-kalem-nude-truffle/p/BP_155833,Nyx Professional Makeup Slim Lip Kalem Nude Truffle,NYX,155833,"899,90 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h85/h21/11964827369502/prd-front-155833_1200x1200/prd-front-155833-1200x1200.jpg
https://www.watsons.com.tr/kotex-young-super-ekonomik-paket-gunduz-22li/p/BP_1427069,Kotex Young Super Ekonomik Paket Gündüz 22'li,N/A,1427069,"315,90 ₺","159,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h97/hac/11922206359582/prd-front-1427069_1200x1200/prd-front-1427069-1200x1200.png
https://www.watsons.com.tr/elidor-7-24-sekillendirici-bakim-kremi-belirgin-bukleler-240-ml/p/BP_1409737,Elidor 7/24 Şekillendirici Bakım Kremi Belirgin Bukleler 240 ml,ELİDOR,1409737,"444,90 ₺","149,00 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/haf/h00/13121594621982/prd-front-1409737_1200x1200/prd-front-1409737-1200x1200.jpg
https://www.watsons.com.tr/wella-koleston-intense-sac-boyasi-5-66-patlican-moru/p/BP_1355046,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/revolution-air-blur-mat-likit-ruj-ballet/p/BP_1443456,Revolution Air Blur Mat Likit Ruj Ballet,REVOLUTION,1443456,"749,90 ₺","199,00 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h91/h50/12514084487198/prd-front-1443456_1200x1200/prd-front-1443456-1200x1200.jpg
https://www.watsons.com.tr/dicora-erkek-set-london-erkek-parfum-edt-40-ml-kisisel-bakim-seti-jel-100-ml/p/BP_1460053,Dicora Erkek Set London Erkek Parfüm EDT 40 ml + Kişisel Bakım Seti + Jel 100 ml,DICORA URBAN FIT,1460053,"1.374,90 ₺","499,90 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h26/haf/13650661244958/prd-front-1460053_1200x1200/prd-front-1460053-1200x1200.jpg
https://www.watsons.com.tr/kelebek-harem-krep-kalin-dogal-kese/p/BP_129778,Kelebek Harem Krep Kalın Doğal Kese,KELEBEK,129778,"244,90 ₺",N/A,N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h3b/h1e/12600111988766/prd-front-129778_1200x1200/prd-front-129778-1200x1200.jpg
https://www.watsons.com.tr/watsons-organik-micellar-temizleme-suyu-390-ml/p/BP_1345141,Watsons Organik Micellar Temizleme Suyu 390 ml,WATSONS,1345141,"259,90 ₺","89,00 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h58/h51/9944228134942/prd-front-1345141_1200x1200/prd-front-1345141-1200x1200.jpg
https://www.watsons.com.tr/wella-koleston-intense-sac-boyasi-9-0-sari/p/BP_1355032,Wella Koleston Intense Saç Boyası 9/0 Sarı,KOLESTON,1355032,"249,90 ₺","159,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h63/hab/10595773317150/prd-front-1355032_1200x1200/prd-front-1355032-1200x1200.jpg
https://www.watsons.com.tr/dove-nemlendirici-sivi-sabun-caring-450-ml/p/BP_161826,Dove Nemlendirici Sıvı Sabun Caring 450 ml,DOVE,161826,"292,90 ₺","199,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hc2/h9e/9346654634014/prd-front-161826_1200x1200/prd-front-161826-1200x1200.jpg
https://www.watsons.com.tr/roberto-cavalli-uomo-erkek-parfum-edt-100-ml/p/BP_1409905,Roberto Cavalli Uomo Erkek Parfüm EDT 100 ml,ROBERTO CAVALLI,1409905,"5.929,90 ₺","3.999,00 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h83/h58/11167466946590/prd-front-1409905_1200x1200/prd-front-1409905-1200x1200.jpg
https://www.watsons.com.tr/kelebek-harem-ipek-lastikli-banyo-kesesi/p/BP_1387540,Kelebek Harem İpek Lastikli Banyo Kesesi,KELEBEK,1387540,"214,90 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hca/h7a/12600115855390/prd-front-1387540_1200x1200/prd-front-1387540-1200x1200.jpg
https://www.watsons.com.tr/watsons-nemlendirici-vitamin-kapsul-maske/p/BP_1342019,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/pastel-oje-no-425/p/BP_1420398,Pastel Oje No: 425,PASTEL,1420398,"94,95 ₺",N/A,N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h2d/h22/11475809599518/prd-front-1420398_1200x1200/prd-front-1420398-1200x1200.jpg
https://www.watsons.com.tr/pastel-make-up-to-skin-care-magic-milk-cilt-tonu-esitleyici-spf-15-cc-krem-51-medium-deep/p/BP_1377271,Pastel Make Up To Skin Care Magic Milk Cilt Tonu Eşitleyici SPF 15 CC Krem 51 Medium Deep,PASTEL,1377271,"984,90 ₺","393,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h3b/h38/9752918261790/prd-front-1377271_1200x1200/prd-front-1377271-1200x1200.png
https://www.watsons.com.tr/maybelline-new-york-superstay-mat-ink-city-edition-likit-mat-ruj-no-130-self-starter/p/BP_165863,Maybelline New York Superstay Mat Ink City Edition Likit Mat Ruj No: 130 Self Starter,MAYBELLINE,165863,"1.249,90 ₺","419,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h81/h08/9509710364702/prd-front-165863_1200x1200/prd-front-165863-1200x1200.jpg
https://www.watsons.com.tr/golden-rose-3d-mega-shine-lipgloss-no-106/p/BP_1332345,Golden Rose 3D Mega Shine Lipgloss No: 106,GOLDEN ROSE,1332345,"624,90 ₺","249,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h68/h4b/10207146410014/prd-front-1332345_1200x1200/prd-front-1332345-1200x1200.jpg
https://www.watsons.com.tr/nyx-professional-makeup-fat-oil-lip-drip-parlatici-dudak-yagi-sprinkle-sprinkle/p/BP_1410339,Nyx Professional Makeup Fat Oil Lip Drip Parlatıcı Dudak Yağı Sprinkle Sprinkle,NYX,1410339,"1.049,90 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hf1/hc8/11303216906270/prd-front-1410339_1200x1200/prd-front-1410339-1200x1200.jpg
https://www.watsons.com.tr/slipstop-30-32-numara-ranger-kaydirmaz-ayakkabi-cocuk/p/BP_1399755,Slipstop 30-32 Numara Ranger Kaydırmaz Ayakkabı Çocuk,SLIPSTOP,1399755,"299,90 ₺","149,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h63/h85/12736401473566/prd-front-1399755_1200x1200/prd-front-1399755-1200x1200.jpg
https://www.watsons.com.tr/essence-lash-princess-takma-kirpik-efektli-maskara-black-brown/p/BP_1446536,Essence Lash Princess Takma Kirpik Efektli Maskara Black Brown,ESSENCE,1446536,"299,90 ₺",N/A,N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h34/h3b/12430919532574/prd-front-1446536_1200x1200/prd-front-1446536-1200x1200.jpg
https://www.watsons.com.tr/revolution-pout-bomb-dolgunlastirici-mini-lip-gloss-seti/p/BP_1460242,Revolution Pout Bomb Dolgunlaştırıcı Mini Lip Gloss Seti,REVOLUTION,1460242,"999,90 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h88/h85/13319618461726/prd-front-1460242_1200x1200/prd-front-1460242-1200x1200.jpg
https://www.watsons.com.tr/note-silk-tattoo-goz-kalemi-04-deep-wine/p/BP_1481046,Note Silk Tattoo Göz Kalemi 04 Deep Wine,NOTE,1481046,"599,90 ₺","239,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h3a/h5e/13600304037918/prd-front-1481046_1200x1200/prd-front-1481046-1200x1200.jpg
https://www.watsons.com.tr/palette-deluxe-sac-boyasi-5-889-sarap-kizili/p/BP_114229,Palette Deluxe Saç Boyası 5-889 Şarap Kızılı,PALETTE,114229,"449,90 ₺","314,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hda/h35/9264623583262/prd-front-114229_1200x1200/prd-front-114229-1200x1200.png
https://www.watsons.com.tr/dynavit-vitamin-b12-1000-mcg-100-adet-dil-alti-tablet-takviye-edici-gida/p/BP_1405152,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/show-by-pastel-show-your-game-waterproof-gel-eye-pencil-suya-dayanikli-jel-goz-kalemi-410/p/BP_1333066,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/watsons-organik-yuvarlak-makyaj-pamugu-50-adet/p/BP_163052,Watsons Organik Yuvarlak Makyaj Pamuğu 50 Adet,WATSONS,163052,"39,95 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/he7/h61/9674411245598/prd-front-163052_1200x1200/prd-front-163052-1200x1200.png
https://www.watsons.com.tr/bepanthol-gunluk-yuz-bakim-kremi-50-ml/p/BP_1321614,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/garnier-saf-temiz-siyah-nokta-karsiti-komurlu-3u-1-arada/p/BP_158072,Garnier Saf &amp; Temiz Siyah Nokta Karşıtı Kömürlü 3'ü 1 arada,GARNIER,158072,"559,90 ₺","334,90 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h65/h23/10287209250846/prd-front-158072_1200x1200/prd-front-158072-1200x1200.png
https://www.watsons.com.tr/pastel-day-long-lipcolor-likit-ruj-51/p/BP_1347500,Pastel Day Long Lipcolor Likit Ruj 51,PASTEL,1347500,"699,90 ₺","279,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h62/h08/10070971678750/prd-front-1347500_1200x1200/prd-front-1347500-1200x1200.png
https://www.watsons.com.tr/watsons-ocean-comfort-deodorantdorant-sprey-50-ml/p/BP_1404515,Watsons Ocean Comfort Deodorantdorant Sprey 50 ml,WATSONS,1404515,"109,90 ₺","59,95 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h06/h45/11818865098782/prd-front-1404515_1200x1200/prd-front-1404515-1200x1200.png
https://www.watsons.com.tr/arifoglu-tatli-badem-yagi-50-ml/p/BP_1374737,Arifoğlu Tatlı Badem Yağı 50 ml,ARİFOĞLU,1374737,"329,90 ₺","229,90 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h92/hb3/9595120123934/prd-front-1374737_1200x1200/prd-front-1374737-1200x1200.jpg
https://www.watsons.com.tr/golden-rose-longstay-likit-mat-ruj-no-16/p/BP_168042,Golden Rose Longstay Likit Mat Ruj No: 16,GOLDEN ROSE,168042,"809,90 ₺","323,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hce/hca/10207103352862/prd-front-168042_1200x1200/prd-front-168042-1200x1200.jpg
https://www.watsons.com.tr/golden-rose-keratin-oje-glitter-no-414/p/BP_1429771,Golden Rose Keratin Oje Glitter No: 414,GOLDEN ROSE,1429771,"99,95 ₺",N/A,N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hff/h5c/11949393772574/prd-front-1429771_1200x1200/prd-front-1429771-1200x1200.jpg
https://www.watsons.com.tr/slipstop-golden-mayo-4-5-yas-kiz-cocuk/p/BP_1438773,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/essence-exc-fabowlous-sac-fiyonklari-01/p/BP_1482880,,,,N/A,N/A,N/A,,
https://www.watsons.com.tr/nascita-takma-tirnak-diamond-24-adet/p/BP_1447320,Nascita Takma Tırnak Diamond 24 Adet,NASCITA EXC.,1447320,"79,95 ₺",N/A,N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h05/hf0/12450673917982/prd-front-1447320_1200x1200/prd-front-1447320-1200x1200.jpg
https://www.watsons.com.tr/mia-klinika-gozenek-sikilastirici-tonik-200-ml/p/BP_1383235,Mia Klinika Gözenek Sıkılaştırıcı Tonik 200 ml,MIA KLINIKA,1383235,"675,90 ₺","269,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/he2/h73/10566221627422/prd-front-1383235_1200x1200/prd-front-1383235-1200x1200.jpg
https://www.watsons.com.tr/pastel-dark-matte-lipstick-koyu-mat-ruj-571-fever/p/BP_149404,Pastel Dark Matte  Lipstick Koyu Mat Ruj 571 Fever,PASTEL,149404,"559,90 ₺","223,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h97/h94/8902271631390/prd-front-149404_1200x1200/prd-front-149404-1200x1200.jpeg
https://www.watsons.com.tr/watsons-pamuk-100-gr/p/BP_160060,Watsons Pamuk 100 gr,WATSONS,160060,"4,99 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/hd3/h43/8905569599518/prd-front-160060_1200x1200/prd-front-160060-1200x1200.png
https://www.watsons.com.tr/miine-kabak-banyo-lifi/p/BP_1357930,Miine Kabak Banyo Lifi,MIINE,1357930,"369,90 ₺",N/A,,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h24/h9d/9571633397790/prd-front-1357930_1200x1200/prd-front-1357930-1200x1200.png
https://www.watsons.com.tr/dove-dus-kopugu-acai-yagi-yogun-kopuk-200-ml/p/BP_1374702,Dove Duş Köpüğü Açai Yağı Yoğun Köpük 200 ml,DOVE,1374702,"489,90 ₺","169,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h70/hf6/9587438256158/prd-front-1374702_1200x1200/prd-front-1374702-1200x1200.png
https://www.watsons.com.tr/axe-premium-black-vanilya-3in1-dus-jeli-300-ml/p/BP_1434790,Axe Premium Black Vanilya 3in1 Duş Jeli 300 ml,AXE,1434790,"299,90 ₺","174,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/he8/hca/12270403485726/prd-front-1434790_1200x1200/prd-front-1434790-1200x1200.jpg
https://www.watsons.com.tr/kotex-active-quadro-uzun-16/p/BP_168033,Kotex Active Quadro Uzun 16,N/A,168033,"315,90 ₺","159,90 ₺",N/A,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/he0/hba/9312526630942/prd-front-168033_1200x1200/prd-front-168033-1200x1200.png
https://www.watsons.com.tr/watsons-el-sabunu-kirmizi-meyve-hindistan-cevizi-500-ml/p/BP_1290723,Watsons El Sabunu Kırmızı Meyve &amp; Hindistan Cevizi 500 ml,WATSONS,1290723,"109,90 ₺","59,00 ₺",,Tükendi,https://media.watsons.com.tr/medias/sys_master/prd-images/h90/h71/8960637239326/prd-front-1290723_1200x1200/prd-front-1290723-1200x1200.jpg
